@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute value_16 numeric
@attribute class {class_0,class_1,class_2}

@data
494,13,1031,3104,308,754,109,10,24,239,207,219,0.243,0.292,0.308,0.971,4,class_1
438,13,1031,4281,739,1231,190,73,21,518,164,174,0.288,0.315,0.381,0.871,6,class_1
162,14,1001,2750,212,635,86,3,14,238,324,233,0.231,0.313,0.28,0.985,0,class_1
1031,12,1202,3911,454,1101,190,25,47,512,375,559,0.282,0.348,0.379,0.988,2,class_1
886,10,1090,3778,331,833,135,27,3,346,229,170,0.22,0.269,0.273,0.938,6,class_1
55,10,566,1560,144,435,68,16,4,173,118,51,0.279,0.33,0.351,0.974,0,class_1
468,11,1150,4043,503,1029,144,44,2,214,249,474,0.255,0.302,0.313,0.953,5,class_1
1274,19,2195,7680,1005,2007,298,86,75,598,613,1083,0.261,0.322,0.352,0.976,4,class_1
1336,16,918,2865,258,748,113,28,9,311,161,192,0.261,0.304,0.329,0.977,0,class_1
602,11,394,724,56,158,25,0,16,82,36,146,0.218,0.259,0.319,0.984,0,class_1
121,14,1162,3704,357,1000,169,22,38,469,389,261,0.27,0.341,0.358,0.978,0,class_1
1026,13,1167,4618,671,1291,196,57,27,735,319,198,0.28,0.332,0.364,0.984,2,class_1
803,13,1420,5218,720,1484,208,36,22,395,648,338,0.284,0.365,0.351,0.974,4,class_1
488,16,2079,7721,893,2096,329,106,70,728,375,1092,0.271,0.306,0.369,0.961,5,class_1
508,15,1555,4390,653,1060,179,20,201,674,984,998,0.241,0.391,0.429,0.986,0,class_1
484,17,1994,7595,1278,2231,270,77,22,688,874,43,0.294,0.371,0.358,0.983,2,class_1
1250,15,1229,4164,380,1030,124,32,2,456,210,222,0.247,0.285,0.294,0.95,5,class_1
1057,10,481,1035,88,245,27,8,2,102,118,82,0.237,0.318,0.284,0.973,0,class_1
331,15,1597,4677,585,1163,154,54,43,370,456,593,0.249,0.319,0.332,0.97,4,class_1
469,16,1766,6285,792,1671,262,31,286,962,484,894,0.266,0.323,0.454,0.978,3,class_1
534,13,685,1688,203,430,71,9,46,202,138,343,0.255,0.318,0.389,0.976,3,class_1
627,10,484,1352,124,327,46,17,3,155,82,8,0.242,0.295,0.308,0.97,0,class_1
549,13,1435,4677,681,1051,212,13,268,782,697,1339,0.225,0.328,0.448,0.984,3,class_1
1151,13,1470,5296,1011,1537,100,53,7,299,1042,11,0.29,0.413,0.333,0.972,3,class_1
663,11,1418,4802,640,1253,204,12,208,782,816,862,0.261,0.369,0.438,0.992,2,class_1
132,15,1779,6305,903,1705,267,74,264,1026,559,804,0.27,0.333,0.462,0.98,3,class_1
32,14,1565,5291,792,1342,244,22,253,895,876,851,0.254,0.364,0.452,0.992,1,class_1
983,13,1476,5906,1313,1834,256,162,106,851,747,318,0.311,0.392,0.463,0.924,3,class_1
825,11,1402,4960,738,1401,253,72,38,561,620,116,0.282,0.372,0.385,0.959,3,class_1
656,13,1619,6174,936,1906,294,99,64,581,508,267,0.309,0.364,0.42,0.957,3,class_1
20,11,863,2785,286,768,119,29,35,366,104,243,0.276,0.307,0.377,0.977,0,class_1
133,13,1282,4238,572,1121,173,34,86,497,258,587,0.265,0.317,0.382,0.976,3,class_1
1311,10,863,2322,301,559,60,17,9,133,219,384,0.241,0.308,0.293,0.974,5,class_1
668,10,574,1391,78,297,42,3,8,101,103,189,0.214,0.27,0.265,0.99,0,class_1
390,15,1668,4969,848,1318,215,46,149,740,980,653,0.265,0.387,0.417,0.989,2,class_1
776,18,2209,7874,996,2342,344,59,252,1185,779,1094,0.297,0.367,0.452,0.99,0,class_1
211,12,1488,5569,834,1546,253,55,46,435,413,410,0.278,0.337,0.368,0.98,3,class_1
208,12,1328,4914,665,1544,265,78,27,657,402,291,0.314,0.37,0.416,0.955,5,class_1
984,12,1027,3169,326,788,75,14,2,297,402,263,0.249,0.335,0.283,0.983,0,class_1
7,13,939,2430,245,604,117,10,23,244,205,317,0.249,0.312,0.333,0.979,0,class_1
561,13,1206,3907,389,954,147,6,167,608,440,636,0.244,0.324,0.413,0.987,0,class_1
924,17,1780,5950,598,1562,239,33,61,571,452,742,0.263,0.318,0.345,0.981,4,class_1
571,11,1347,5161,835,1561,331,58,228,1012,545,440,0.302,0.371,0.522,0.993,2,class_1
1251,13,1687,6479,1084,1882,240,85,42,848,479,223,0.29,0.364,0.373,0.978,2,class_1
681,10,733,1742,222,448,73,9,45,238,159,245,0.257,0.322,0.387,0.959,3,class_1
1225,17,1659,5921,699,1499,207,77,8,528,435,156,0.253,0.308,0.318,0.952,5,class_1
116,11,1270,4268,578,1105,149,47,67,443,480,416,0.259,0.336,0.363,0.983,3,class_1
985,10,1017,2959,281,714,118,28,27,269,175,411,0.241,0.287,0.327,0.973,4,class_1
326,15,1799,5215,617,1344,179,42,87,481,481,675,0.258,0.321,0.358,0.984,3,class_1
1331,10,1264,4203,596,1103,199,45,123,528,452,642,0.262,0.337,0.419,0.99,2,class_1
986,10,665,1604,146,447,71,11,34,219,81,317,0.279,0.315,0.4,0.968,3,class_1
424,10,894,3166,380,881,169,15,123,474,180,462,0.278,0.319,0.458,0.972,3,class_1
134,10,639,1698,176,441,59,9,12,157,140,134,0.26,0.319,0.326,0.957,5,class_1
427,20,1806,5029,768,1420,228,73,58,601,942,284,0.282,0.399,0.391,0.977,3,class_1
535,17,1984,8021,1639,2532,285,161,69,1014,868,305,0.316,0.385,0.417,0.915,3,class_1
439,13,915,3454,474,946,147,53,21,525,151,128,0.274,0.307,0.365,0.926,0,class_1
135,14,1821,6656,953,2063,393,147,64,1166,571,367,0.31,0.37,0.442,0.964,3,class_1
1020,11,637,1802,244,452,87,11,78,272,336,414,0.251,0.372,0.441,0.973,3,class_1
941,12,727,1397,176,337,57,17,18,128,120,218,0.241,0.304,0.345,0.982,3,class_1
953,20,2409,8731,1196,2495,490,120,172,1311,955,869,0.286,0.359,0.428,0.99,2,class_1
1338,12,1400,5141,650,1246,230,63,95,471,318,810,0.242,0.292,0.367,0.956,5,class_1
1264,12,996,2848,250,687,84,12,14,231,143,329,0.241,0.285,0.294,0.966,5,class_1
117,12,1583,5980,735,1596,237,81,91,502,442,647,0.267,0.318,0.379,0.982,3,class_1
1022,11,739,2258,258,549,84,6,98,307,248,453,0.243,0.326,0.416,0.987,0,class_1
1017,10,1065,3760,560,894,106,48,4,295,455,131,0.238,0.322,0.295,0.96,6,class_1
262,10,685,2021,283,508,77,10,69,339,243,328,0.251,0.335,0.402,0.984,3,class_1
777,13,1414,5472,818,1682,335,92,65,874,514,272,0.307,0.369,0.438,0.979,3,class_1
826,10,277,559,37,90,14,1,6,44,29,109,0.161,0.205,0.222,0.951,6,class_1
608,12,983,3333,402,834,128,47,10,343,310,63,0.25,0.319,0.326,0.928,5,class_1
572,12,672,1849,179,458,90,12,15,228,253,152,0.248,0.343,0.334,0.981,0,class_1
894,12,1352,4426,636,1202,150,15,211,669,435,656,0.272,0.343,0.455,0.964,3,class_1
406,11,1140,4254,528,1214,215,44,24,373,372,204,0.285,0.344,0.374,0.993,2,class_1
1157,11,608,1585,114,360,69,3,35,192,150,213,0.227,0.296,0.341,0.982,0,class_1
1229,13,1421,5067,696,1423,244,71,118,679,416,501,0.281,0.339,0.427,0.949,3,class_1
239,10,411,1004,132,251,30,6,12,97,95,183,0.25,0.315,0.328,0.97,3,class_1
343,18,1905,6740,1037,2064,376,96,105,1023,817,325,0.306,0.383,0.437,0.906,3,class_1
498,15,1784,6771,954,1991,399,76,124,997,330,600,0.294,0.331,0.43,0.961,3,class_1
599,11,807,2651,385,786,126,37,10,214,245,175,0.296,0.358,0.383,0.968,3,class_1
273,12,1359,4858,718,1475,235,117,64,688,535,254,0.304,0.374,0.44,0.963,3,class_1
329,18,1271,2945,372,799,142,30,49,380,308,316,0.271,0.341,0.39,0.947,6,class_1
887,10,902,2558,331,670,88,31,66,284,245,470,0.262,0.33,0.398,0.977,3,class_1
1140,11,498,1426,119,317,41,6,0,116,97,151,0.222,0.281,0.259,0.975,0,class_1
118,13,1491,5237,710,1359,215,59,7,520,490,357,0.259,0.328,0.327,0.958,4,class_1
0,12,1059,3611,457,966,158,54,50,446,339,457,0.268,0.335,0.383,0.97,4,class_1
495,12,1287,4479,594,1236,196,41,130,597,351,775,0.276,0.33,0.425,0.984,3,class_1
828,14,1073,3494,348,870,81,35,6,303,181,33,0.249,0.301,0.297,0.966,0,class_1
1067,11,1205,4088,431,935,133,36,11,332,405,414,0.229,0.3,0.287,0.942,5,class_1
702,11,888,2866,339,782,109,34,29,341,243,165,0.273,0.332,0.365,0.966,3,class_1
248,17,1912,6787,926,1884,334,69,164,824,468,1266,0.278,0.328,0.42,0.973,3,class_1
1137,10,564,1586,190,414,65,22,20,146,65,266,0.261,0.294,0.368,0.958,5,class_1
1281,11,907,2797,358,703,103,36,27,255,261,409,0.251,0.315,0.343,0.956,5,class_1
829,10,860,2505,305,656,90,25,21,261,199,265,0.262,0.32,0.343,0.982,0,class_1
163,19,1832,6185,802,1826,307,41,184,989,653,796,0.295,0.367,0.447,0.991,2,class_1
1152,10,811,2781,415,794,152,44,43,290,180,170,0.286,0.331,0.418,0.975,3,class_1
1190,12,699,2274,216,498,73,15,3,166,132,215,0.219,0.263,0.268,0.946,5,class_1
21,10,800,1578,195,346,45,11,7,115,117,299,0.219,0.279,0.275,0.975,4,class_1
274,10,1107,4385,915,1152,215,66,16,186,381,93,0.263,0.345,0.353,0.933,3,class_1
84,11,1295,5024,875,1363,271,50,78,539,701,363,0.271,0.364,0.392,0.944,6,class_1
1288,17,1862,6099,867,1692,289,42,266,1178,828,842,0.277,0.366,0.469,0.973,3,class_1
1176,16,1753,6148,934,1838,347,101,75,838,696,540,0.299,0.371,0.425,0.983,3,class_1
1300,10,958,3117,474,848,107,33,127,539,317,453,0.272,0.346,0.45,0.983,3,class_1
1313,11,919,2322,302,503,59,8,96,315,489,514,0.217,0.357,0.373,0.985,0,class_1
470,18,2324,7859,912,2006,407,58,160,886,412,1035,0.255,0.295,0.383,0.984,4,class_1
319,15,1299,5335,849,1619,217,73,18,756,292,215,0.303,0.344,0.382,0.853,6,class_1
682,11,646,1196,155,303,50,9,21,109,148,174,0.253,0.339,0.363,0.974,3,class_1
1153,15,1881,6650,964,1803,300,51,160,758,934,708,0.271,0.363,0.404,0.988,3,class_1
1168,11,1043,3502,324,916,167,20,66,421,218,381,0.262,0.307,0.377,0.984,0,class_1
119,13,1673,5972,843,1706,278,65,202,870,596,927,0.286,0.353,0.455,0.992,2,class_1
1226,10,730,1913,233,537,93,12,33,179,138,288,0.281,0.332,0.394,0.976,3,class_1
1060,12,1539,5765,696,1701,303,56,93,927,400,438,0.295,0.343,0.415,0.961,6,class_1
40,11,978,3681,475,820,89,32,6,266,302,173,0.223,0.285,0.269,0.888,6,class_1
435,15,1328,3774,447,938,176,15,134,534,436,491,0.249,0.327,0.41,0.991,0,class_1
1065,11,1025,3630,440,978,145,60,23,451,215,310,0.269,0.313,0.361,0.975,3,class_1
1115,11,959,2690,318,668,97,23,39,261,205,387,0.248,0.305,0.345,0.982,4,class_1
277,19,2002,6780,1024,1981,306,74,251,1005,690,721,0.292,0.365,0.47,0.973,3,class_1
703,11,1456,5481,781,1507,242,138,49,796,474,152,0.275,0.336,0.396,0.955,4,class_1
856,14,1397,4862,860,1552,285,77,196,913,566,287,0.319,0.393,0.53,0.958,3,class_1
342,13,1023,2959,358,768,157,12,70,331,227,392,0.26,0.315,0.392,0.989,3,class_1
1305,10,842,2373,284,640,106,11,33,173,126,211,0.27,0.311,0.365,0.981,3,class_1
1001,13,1201,4553,809,1159,228,85,64,667,506,532,0.255,0.332,0.384,0.866,6,class_1
937,14,1942,7588,1067,2134,177,71,20,458,552,684,0.281,0.331,0.331,0.963,5,class_1
1306,10,960,3981,725,1100,152,91,58,594,349,222,0.276,0.337,0.404,0.903,3,class_1
41,14,812,2056,237,536,96,22,24,226,292,289,0.261,0.357,0.364,0.972,0,class_1
688,18,1525,4778,580,1358,252,32,32,621,356,280,0.284,0.336,0.37,0.977,0,class_1
1088,10,602,1765,206,455,84,8,24,189,215,163,0.258,0.341,0.355,0.99,0,class_1
993,12,1403,5094,731,1397,227,71,67,438,282,866,0.274,0.315,0.386,0.982,3,class_1
137,12,1164,3172,249,682,104,16,30,268,214,538,0.215,0.265,0.286,0.971,5,class_1
633,17,1327,4003,362,1039,147,81,25,455,264,285,0.26,0.307,0.355,0.962,0,class_1
1177,12,1175,4715,834,1281,221,112,49,672,389,643,0.272,0.332,0.397,0.859,5,class_1
1315,10,1139,4171,632,1195,144,62,18,302,489,309,0.287,0.362,0.364,0.971,3,class_1
830,12,795,2072,267,543,73,11,86,310,277,278,0.262,0.351,0.432,0.972,0,class_1
734,15,1220,3049,349,793,125,33,21,305,241,376,0.26,0.316,0.343,0.98,3,class_1
704,11,1198,4968,779,1440,213,109,18,207,229,71,0.29,0.327,0.387,0.918,3,class_1
536,13,1280,5371,965,1467,228,132,68,601,418,547,0.273,0.329,0.403,0.895,3,class_1
879,10,548,1317,161,353,52,15,1,161,159,67,0.268,0.347,0.333,0.984,0,class_1
509,17,1796,5587,830,1585,257,63,147,830,921,479,0.284,0.388,0.431,0.989,3,class_1
547,11,1119,4153,584,1219,203,76,94,723,209,407,0.294,0.328,0.447,0.941,5,class_1
193,13,1301,4330,498,1102,176,15,65,506,626,428,0.255,0.351,0.347,0.989,0,class_1
735,15,1920,6653,1105,1665,285,39,291,964,1224,1427,0.25,0.369,0.436,0.981,3,class_1
804,11,1221,4240,525,1149,209,45,58,481,482,437,0.271,0.349,0.383,0.975,3,class_1
778,10,574,1853,203,467,77,29,4,201,110,479,0.252,0.309,0.331,0.927,6,class_1
1210,15,1269,3584,357,816,118,16,102,410,342,726,0.228,0.3,0.355,0.987,0,class_1
1158,13,1603,5891,876,1621,291,52,277,1152,792,867,0.275,0.362,0.483,0.99,2,class_1
1265,10,690,2733,467,741,174,57,10,303,175,186,0.271,0.317,0.387,0.878,3,class_1
407,18,2109,7346,1215,1863,337,56,139,683,1614,920,0.254,0.395,0.371,0.957,6,class_1
1043,10,730,2466,274,645,128,34,32,347,152,312,0.262,0.308,0.38,0.964,4,class_1
739,14,1408,3659,453,969,180,23,80,422,332,589,0.265,0.332,0.392,0.981,3,class_1
22,10,1120,3535,507,975,186,43,61,456,415,382,0.276,0.357,0.405,0.974,3,class_1
562,11,1234,4131,572,1093,159,22,237,776,383,755,0.265,0.331,0.486,0.968,3,class_1
240,19,1280,4546,617,1224,222,76,26,620,390,323,0.269,0.339,0.369,0.952,0,class_1
368,12,1095,3283,353,773,130,22,91,352,246,678,0.235,0.291,0.372,0.941,6,class_1
609,13,1456,5304,695,1566,275,105,58,796,242,404,0.295,0.331,0.419,0.928,6,class_1
1095,13,1453,5144,681,1477,245,26,207,792,533,910,0.287,0.355,0.466,0.981,3,class_1
195,22,2276,9101,1719,2995,528,124,97,1879,952,294,0.329,0.395,0.446,0.974,2,class_2
1093,15,2189,8365,1322,2574,317,109,29,586,1198,571,0.308,0.397,0.382,0.983,3,class_2
387,13,1668,6353,1224,2019,401,128,238,1164,774,518,0.318,0.395,0.534,0.97,3,class_2
450,13,1575,5984,887,1838,315,103,96,987,473,182,0.307,0.363,0.442,0.943,6,class_2
302,16,1913,7182,1048,2004,320,77,32,591,827,487,0.279,0.355,0.358,0.944,5,class_2
657,20,2386,9526,1600,2930,473,243,86,1575,616,270,0.308,0.361,0.435,0.981,2,class_2
706,16,1991,7471,1177,2313,465,151,219,1422,664,591,0.31,0.369,0.5,0.988,2,class_2
1120,17,1446,4481,682,1252,218,71,26,530,714,99,0.279,0.385,0.377,0.971,0,class_2
290,19,1673,6711,1523,2296,460,205,106,1296,840,238,0.342,0.423,0.519,0.971,2,class_2
684,16,2066,8421,1720,2850,320,182,75,952,1029,230,0.338,0.415,0.446,0.917,3,class_2
939,20,2476,9363,1545,2665,419,159,70,800,1040,695,0.285,0.361,0.386,0.966,3,class_2
1012,17,2124,7927,1131,2351,417,27,379,1365,588,1169,0.297,0.353,0.499,0.99,2,class_2
454,17,1287,4297,797,1273,200,79,20,596,554,29,0.296,0.394,0.394,0.987,2,class_2
475,21,2242,8568,1619,2672,361,220,67,1015,874,135,0.312,0.386,0.429,0.952,3,class_2
693,14,1726,6796,1055,2000,353,116,65,983,426,32,0.294,0.344,0.409,0.929,6,class_2
386,12,1455,5746,1186,1866,309,154,58,632,670,278,0.325,0.397,0.462,0.974,3,class_2
1121,18,1997,7794,1620,2467,441,233,138,1322,1002,449,0.317,0.397,0.486,0.978,2,class_2
1170,19,2517,9570,1391,2961,458,309,97,1525,760,104,0.309,0.362,0.452,0.965,3,class_2
859,18,1879,7161,1295,2299,394,157,128,1065,676,752,0.321,0.386,0.474,0.972,3,class_2
515,20,2368,9031,1539,2660,451,163,73,1437,870,180,0.295,0.361,0.405,0.94,5,class_2
411,16,1835,7505,1599,2597,522,185,101,1464,741,244,0.346,0.412,0.505,0.951,3,class_2
868,13,1533,5348,960,1515,243,52,253,970,871,1011,0.283,0.387,0.49,0.983,3,class_2
127,14,1865,7093,1094,2042,381,89,223,1247,809,608,0.288,0.362,0.461,0.98,4,class_2
622,17,1737,7042,1552,2282,325,119,106,1302,662,211,0.324,0.384,0.449,0.943,3,class_2
785,18,1784,6137,919,1659,216,70,12,538,778,142,0.27,0.356,0.334,0.955,4,class_2
179,18,1315,5363,1129,1625,250,178,71,883,392,294,0.303,0.351,0.456,0.931,0,class_2
1104,18,1884,6028,687,1692,324,45,28,734,931,277,0.281,0.378,0.363,0.984,0,class_2
425,13,1483,5597,948,1752,268,164,48,756,597,1427,0.313,0.389,0.445,0.947,3,class_2
1002,19,2367,9232,1279,2663,355,112,35,790,719,216,0.288,0.349,0.363,0.984,4,class_2
548,18,2287,8656,1483,2735,500,173,248,1609,949,585,0.316,0.387,0.5,0.96,3,class_2
236,13,1283,4625,777,1466,341,67,164,833,372,477,0.317,0.372,0.526,0.971,3,class_2
72,14,1591,6268,1690,2158,242,94,40,736,1187,218,0.344,0.455,0.432,0.926,3,class_2
486,20,1990,6432,867,1912,396,64,236,1179,703,697,0.297,0.37,0.489,0.984,0,class_2
73,15,1922,7707,1163,2345,486,82,47,839,737,428,0.304,0.367,0.407,0.967,4,class_2
592,17,2309,8785,1429,2466,389,160,75,817,1136,412,0.281,0.368,0.387,0.966,3,class_2
1276,15,1656,6086,833,1768,291,86,135,929,412,565,0.291,0.337,0.433,0.952,5,class_2
621,17,1285,4904,994,1527,232,88,18,840,347,117,0.311,0.39,0.406,0.922,5,class_2
522,15,1795,6702,881,2054,385,50,78,870,621,287,0.306,0.368,0.414,0.969,6,class_2
759,17,1853,7006,1421,2220,358,194,65,1194,911,163,0.317,0.401,0.451,0.955,3,class_2
523,16,1622,5993,819,1778,337,76,148,1020,386,694,0.297,0.342,0.452,0.992,2,class_2
861,16,1455,5894,1357,1813,359,102,69,950,549,417,0.308,0.368,0.438,0.82,3,class_2
246,17,1753,6486,1168,2076,398,74,300,1201,601,521,0.32,0.379,0.543,0.962,3,class_2
1270,14,1740,6297,986,1840,334,115,178,1191,869,864,0.292,0.38,0.467,0.967,4,class_2
473,13,1438,5611,895,1747,301,81,103,779,334,276,0.311,0.351,0.449,0.959,6,class_2
434,17,1853,5855,601,1792,277,27,190,990,430,262,0.306,0.358,0.46,0.979,0,class_2
605,17,2008,7654,1287,2524,491,160,110,1183,506,345,0.33,0.377,0.479,0.979,3,class_2
104,17,2163,7755,769,2016,294,62,138,853,447,706,0.26,0.302,0.367,0.983,4,class_2
1248,13,1275,5128,1069,1496,192,53,44,666,537,163,0.292,0.364,0.376,0.897,3,class_2
65,18,2135,8291,1678,2250,303,188,53,727,981,229,0.271,0.355,0.372,0.944,4,class_2
793,15,1884,6443,1118,2011,367,83,359,1337,856,524,0.312,0.397,0.562,0.992,2,class_2
726,19,1774,7435,1446,2304,414,132,50,1010,481,348,0.31,0.355,0.42,0.898,3,class_2
1041,16,2166,8058,1338,2170,330,80,126,885,1210,890,0.269,0.366,0.377,0.962,5,class_2
1174,20,2404,9269,1514,2987,498,184,34,1078,708,275,0.322,0.374,0.427,0.965,3,class_2
1054,13,1661,5816,877,1588,239,62,38,563,651,398,0.273,0.351,0.355,0.968,5,class_2
408,18,1967,7363,1099,2376,339,182,68,981,484,260,0.323,0.369,0.446,0.972,3,class_2
1082,18,1762,5306,579,1345,199,49,11,594,638,355,0.253,0.34,0.316,0.981,0,class_2
1087,19,2216,8479,1223,2449,427,78,84,773,606,346,0.289,0.338,0.387,0.983,4,class_2
770,14,1903,7132,1141,2226,436,68,49,1055,842,114,0.312,0.391,0.413,0.951,5,class_2
430,19,2380,7946,1247,2383,413,148,169,1304,1018,538,0.3,0.382,0.453,0.98,3,class_2
1175,15,1407,5984,1256,1979,340,160,127,1299,450,226,0.331,0.384,0.505,0.935,3,class_2
775,15,1804,6434,774,1687,263,114,31,782,416,149,0.262,0.308,0.353,0.938,5,class_2
33,14,1817,6622,1173,2103,356,128,96,926,937,276,0.318,0.406,0.453,0.951,5,class_2
136,25,2383,8618,1057,2309,391,143,34,1121,774,79,0.268,0.331,0.358,0.938,5,class_2
903,18,1993,7772,1201,2459,281,118,27,598,420,173,0.316,0.353,0.393,0.983,3,class_2
827,17,1825,7647,1408,2105,231,96,26,867,420,326,0.275,0.314,0.341,0.885,5,class_2
1337,19,2410,9106,1289,2884,476,172,132,1248,650,559,0.317,0.367,0.45,0.966,3,class_2
563,12,1348,4760,884,1461,266,67,244,1062,674,713,0.307,0.395,0.545,0.965,3,class_2
1138,10,1211,4627,812,1491,236,93,42,592,550,390,0.322,0.399,0.441,0.953,3,class_2
