@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute value_16 numeric
@attribute value_17 numeric
@attribute value_18 numeric
@attribute value_19 numeric
@attribute value_20 numeric
@attribute value_21 numeric
@attribute value_22 numeric
@attribute value_23 numeric
@attribute value_24 numeric
@attribute value_25 numeric
@attribute value_26 numeric
@attribute value_27 numeric
@attribute value_28 numeric
@attribute value_29 numeric
@attribute value_30 numeric
@attribute value_31 numeric
@attribute value_32 numeric
@attribute value_33 numeric
@attribute value_34 numeric
@attribute value_35 numeric
@attribute value_36 numeric
@attribute value_37 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,class_13,class_14,class_15,class_16}

@data
450,237,1.14,7.8,92,107,61,64,4.3,115,7.9,146,131,49.6,9.5,131,7.9,56,112,45,66.7,0.3,134,7.8,12,78,9,75,130,56,75.4,96.8,85,61.4,91.2,70.7,93,99.8,class_7
468,216,2.22,7.7,137,149,56,62.4,5.4,165,7.7,155,124,50,8,168,7.7,105,149,57,59.7,0.5,177,7.7,21,59,9,75,182,39.3,67.8,93.8,84,72.3,89,79.3,92.7,99.8,class_7
486,182,5.9,7.6,57,166,34,67.8,5,67,7.6,87,103,55.4,4,65,7.5,72,175,45,64.3,0.2,121,7.5,19,51,9,87.5,99,32.4,66.3,92.3,81.3,77.1,84.2,82.2,90.8,99.7,class_7
219,277,3.9,7.8,107,140,47,66,5,278,7.8,182,61,69.5,4.5,233,7.7,79,127,20,83.8,0.2,228,7.6,8,27,7,85.7,237,56.8,68.6,95.6,90.8,81.3,93.9,86.6,93,99.8,class_7
289,90,3.3,7.3,45,68,51,56.7,3.5,80,7.5,43,27,64.3,2.5,78,7.6,53,61,10,81.3,0.2,82,7.6,2,63,5,83.3,107,24.1,61.9,92,94.2,57.5,95.5,71,94.2,99.7,class_7
307,225,3.2,7.6,46,141,42,57.9,5.5,148,7.7,112,49,59.4,5.5,165,7.8,58,162,10,81.3,0.2,142,7.6,13,68,19,73.1,90,47.3,69.8,97.3,84.4,70.8,87.3,76.5,86.3,99.8,class_7
326,214,0.85,7.6,89,68,46,66.7,5.5,266,7.7,62,32,66.3,3,262,7.7,49,94,20,89.2,0.1,270,7.7,9,35,15,81.8,290,35.9,58.4,96.7,87,75,92.7,80,88.9,99.8,class_7
343,159,0.45,7.8,82,122,29,82.9,4.5,268,7.8,121,38,80,4.5,279,7.8,68,119,1,100,0.1,263,7.7,8,47,6,83.1,266,44.9,72.6,97.8,89.9,73.5,93,80.5,92.1,99.8,class_7
407,48,2.4,7.6,49,118,32,71.8,4,316,7.7,49,29,67.1,3.3,290,7.7,49,129,21,81.6,0.5,309,7.8,6,51,3,100,347,30.1,55.8,84.6,90,73.1,92.7,79,94.1,99.8,class_7
3,97,0.54,7.6,56,37,44,58.8,2.5,28,7.6,67,45,55.9,2.8,35,7.7,43,48,25,70.7,0.2,52,7.8,15,28,13,88,67,41.6,59.8,92.9,79.8,71.9,86.9,78.7,89.7,99.6,class_7
194,155,1.44,7.5,58,102,62,47,3.5,193,7.7,75,75,47.7,4.2,190,7.8,48,97,28,76.7,0.3,90,7.8,20,62,10,84.7,48,41.4,67.4,92.9,75.8,64.8,83.7,80.8,92.6,99.7,class_7
384,200,0.47,7.6,45,72,41,61.7,2.5,136,7.5,124,52,59.6,3.5,152,7.6,20,105,31,71.7,0.2,181,7.7,16,77,15,76.4,177,68.5,57.8,94.3,71,60.6,85,67.1,88.3,99.6,class_7
423,138,1.4,7.6,66,130,38,64.8,4.5,103,7.7,67,33,66.7,4,132,7.8,1,189,23,79.5,0.4,122,7.8,8,41,8,72,120,30.8,56.7,90,64.7,80.9,92.3,82.7,91.8,99.8,class_7
440,158,1.1,7.3,45,226,78,85,3.3,129,7.6,61,7,79.7,3,125,7.7,36,47,17,60.5,0.2,75,7.8,12,17,6,82.9,81,43.9,62.5,93.3,81.6,77.3,88,91.5,90.7,99.7,class_7
457,62,4.5,7.8,63,74,49,55.9,3.5,288,7.9,41,61,56.8,4.5,283,7.9,52,50,20,75.7,0.3,289,7.9,9,35,6,86.2,256,23.7,68.6,93.3,87.4,68.7,91.4,80.5,93.6,99.7,class_7
297,233,0.7,7.6,67,110,44,63.9,5.5,307,7.6,75,54,55.9,5,294,7.6,38,137,28,60.5,0.3,253,7.7,17,37,11,77.8,354,47.3,61.3,94,76.4,71.3,86.5,82.4,90.7,99.8,class_7
66,145,0.23,7.6,18,25,64,37.6,1.4,6,7.6,16,29,57,1.5,6,7.6,16,28,35,58.8,0.2,13,7.7,4,20,11,77.8,17,36.9,43.6,86.7,87.7,71.9,91.3,79.8,92.3,99.3,class_7
189,105,0.1,7.6,70,68,20,68.5,1.6,66,7.6,37,26,71.1,1.7,62,7.7,47,30,10,84.4,0.2,71,7.9,17,32,9,70,52,25.2,61.4,91.2,78.6,65.1,86.8,81,89,99.4,class_7
222,79,0.47,7.6,44,65,21,64.9,2,21,7.7,53,21,61.5,1.8,30,7.8,30,20,8,77.4,0.1,40,7.9,10,15,6,83.1,33,45.6,60.3,94.4,82.5,72.9,89.4,86.2,91.2,99.5,class_7
240,89,2,7.7,40,47,19,72.2,2,42,7.6,30,24,69.1,3,49,7.6,30,22,15,82.6,0.2,45,7.8,5,10,9,82.5,43,37.5,67.2,84,81.6,77.7,82,87.7,86.9,99.6,class_7
329,117,0.16,7.7,19,34,35,56.8,2.3,15,7.7,19,16,65.8,3,11,7.7,14,72,3,78.2,0.2,19,7.9,15,27,0,100,20,62.8,62.3,93.3,69.8,75.9,79.6,78.6,96.6,99.6,class_7
380,96,0.3,7.3,111,241,76,65.1,4,130,7.4,96,56,67.3,3.5,100,7.5,64,90,22,76.6,0.1,166,7.7,17,44,20,71.1,158,39.8,65.9,97.1,81.7,70.9,89.5,87,89.5,99.8,class_7
72,270,1,7.7,95,278,114,55.7,6.5,401,7.8,61,71,62.5,6,399,7.8,133,223,49,66.7,0.5,394,7.6,7,133,52,76.1,398,30.9,53.1,92.5,84.3,34.4,91.9,58.5,76,96.2,class_8
295,306,0.7,8,201,284,49,70.6,4.5,226,7.9,224,36,73.1,5.5,267,7.9,72,219,48,78,0.2,276,7.4,19,74,13,88,275,41.6,36.6,97.8,88.5,76.1,94.6,87.6,90.2,99.5,class_8
169,52,1,7.6,97,211,58,65.8,5.5,246,7.6,74,54,64,4.5,241,7.6,59,132,45,69.6,1,241,7.6,39,132,49,83.8,293,34.5,49.5,77.8,8.2,62.6,45.7,41,66.7,95.5,class_8
98,239,1.75,7.2,77,244,16,63.8,2,329,7.4,102,127,49.8,6.3,355,7.5,60,126,20,70.3,0.4,378,7.6,11,58,2,88.9,376,43.7,82.6,85,86.5,70.4,91,84.5,93.5,99.3,class_8
413,456,1.75,7.8,85,92,31,71.4,2.3,234,7.8,21,57,64.9,4.5,182,7.8,30,197,44,72.7,0.6,255,7.6,9,82,7,84.2,218,62.8,51.8,86.7,84.3,64.2,92.7,72.2,91.3,99.6,class_9
504,245,1.5,7.4,185,236,79,54.5,5.5,179,7.4,201,106,46.5,6.5,224,7.5,132,192,66,51.3,1.5,246,7.5,33,109,43,74.1,246,46,53.5,76.9,79.5,58.4,87.7,71.9,79.5,98.2,class_9
390,330,1.2,7.9,167,190,59,66.1,6.5,202,7.9,193,95,62.8,9.5,179,7.9,101,173,29,77.3,0.2,159,7.7,25,108,40,80.3,160,53.7,71.8,98.4,80.9,56.2,89.2,68.3,78.1,98.5,class_9
465,304,3,7.5,183,127,49,61.8,4,41,7.5,116,50,64.5,5,41,7.5,60,70,28,76.7,0.2,43,7.4,35,113,47,83.1,56,47.4,59.8,96,62.2,30.6,86.5,60.3,66.2,97.5,class_9
268,462,0.6,7.7,92,40,9,61.3,2.6,63,7.8,54,18,52,3,48,7.8,71,80,14,61.8,0.3,66,7.7,15,45,21,64.3,32,17.6,54.7,91.7,84.4,69,89.5,72.7,77.4,96.2,class_9
344,165,1.5,7.6,77,177,102,46.3,4.5,89,7.7,126,119,47.4,5.5,80,7.7,36,65,21,73.7,0.2,84,7.8,15,29,21,75,77,60.6,80.4,97.3,78.2,74.1,88.6,87.6,91.3,97.8,class_9
292,121,0.7,7.3,114,142,53,67.9,4.5,360,7.3,119,99,61.3,8.5,353,7.4,46,73,20,78.4,0.3,339,7.4,18,87,17,70.8,341,18.5,76.9,97.1,77.3,49.3,89.2,71.9,88.7,97.8,class_9
226,427,1.6,7.8,85,9,14,68.7,2.5,27,7.8,71,3,68.4,2,32,7.8,53,53,37,70,0.3,42,7.8,17,54,21,75.7,60,37,12.3,87.5,79.8,59.9,87.9,53.2,79.1,96,class_9
8,8,2.07,7.7,172,247,130,43.9,7,69,7.8,72,137,45,8.5,96,7.9,34,106,65,59.5,1.4,205,7.7,20,60,22,82.8,337,49.4,69.4,83.5,71.4,67.2,91.3,84.3,94.5,98.6,class_9
479,224,10,8.1,137,283,108,59.4,0.7,243,8.1,190,112,59.8,7.3,280,8.1,121,215,63,70.7,1.2,249,7.8,17,64,13,90,267,45.8,58.1,83.4,88,77.9,90.7,88.8,94.3,85.7,class_9
271,258,2.5,7.4,134,153,49,68.6,5,161,7.7,177,67,64.5,6.5,165,7.7,68,122,32,72.3,0.2,157,7.7,14,71,13,80,128,59.4,62.1,96.9,84.9,65.2,92,76.7,90.2,98,class_9
69,170,0.88,7.6,64,187,84,55.5,5.5,86,7.7,48,84,53.5,6,91,7.7,32,76,20,75.7,0.2,89,7.7,17,65,11,82.2,88,42.3,73.9,96.7,74.4,59.6,86.3,80.2,93.4,98.2,class_9
245,34,0.4,7.8,31,57,18,71.8,3,239,7.8,19,22,67.1,3,250,7.8,45,95,14,91.2,0.2,260,7.8,19,50,12,80,306,11.1,57,93.3,76,69.2,80.3,74,86.6,96.7,class_9
280,190,1.2,7.9,102,83,39,73.9,6.5,189,7.8,97,25,67.1,5,228,7.8,63,93,12,97,0.4,234,7.8,8,61,8,93.3,225,40.6,59.8,92,89.5,73.4,93.7,77,91.8,98.5,class_9
411,63,0.21,7.5,63,61,13,69.7,5,59,7.4,56,48,60,1.3,61,7.4,42,81,10,84.4,0.3,102,7.3,13,28,11,80,106,42.2,69.5,96,81.7,76.4,88.5,81.7,86.4,99.7,class_9
11,19,1,7.6,175,165,56,67.9,6,65,7.6,176,62,67.2,5.5,87,7.5,108,124,24,80,0.2,79,7.5,22,77,34,73.2,76,45.2,66.4,96.4,83.8,63.4,90.9,76.1,81.2,91.7,class_10
322,198,1,7.9,163,171,104,48.1,6.5,155,7.9,168,116,43.2,6,174,7.9,109,180,30,77.8,0.4,232,7.6,27,124,46,73.6,189,42.3,76.3,94.2,80.7,49.9,88.2,60.8,79.3,92.3,class_10
10,201,0.71,7.7,67,48,20,71.2,3.3,133,7.7,72,46,66,4.5,135,7.7,63,35,52,72.6,0.9,131,7.7,26,16,36,79.5,131,31.3,39.8,80,73.7,75.6,80.8,84.4,69.9,84.6,class_10
201,310,3,7.7,161,257,105,60.4,7,192,7.7,118,79,60.3,6.5,215,7.8,120,177,47,70.7,0.8,170,7.6,22,65,36,74.2,99,18.3,57.4,87.7,85.1,73.3,89.9,84.4,86.6,95.7,class_11
499,431,1.4,7.9,128,45,55,40.7,4,178,7.9,158,61,44.1,3.5,156,7.8,103,62,37,64,0.2,209,7.7,12,74,11,84.4,251,41,57.6,94,89.6,52.6,92.7,62.9,91.7,99.8,class_11
497,161,2.65,8.4,138,196,47,74,1.4,255,8.3,128,83,69.3,4.5,261,8.1,95,171,41,81.1,0.1,296,7.7,27,90,15,90.9,295,34.8,62.1,82.5,78.8,65.1,86.4,75.3,89,100,class_11
506,154,33.5,7.5,77,199,115,51.1,6.3,176,7.6,61,91,54.3,5.5,172,7.9,59,123,34,75,0.3,140,8,25,86,12,100,115,29,68.2,94.5,73.6,60.1,82.5,76.5,89.1,99.7,class_11
339,78,3,7.8,145,244,65,71.2,4,195,7.9,172,83,67.1,8,176,7.8,122,216,45,69.6,0.4,228,7.7,33,130,51,81.6,234,38.5,60,95.6,77.8,31,83.5,48,64.4,95,class_12
455,317,0.8,7.7,37,26,7,62,1.8,259,7.9,29,53,60.4,4,298,7.8,36,21,21,64.5,0.2,267,7.9,14,57,49,76.5,301,29.3,65.5,95,79.3,46.2,85.5,64.1,38.3,88.9,class_12
415,98,2,7.7,198,116,33,62.8,1.5,19,7.6,179,41,55.1,6,23,7.7,42,14,24,77.5,0.1,27,7.6,9,43,9,87.5,19,68.6,59.2,97.5,86,48.1,96.4,81.1,90.7,99.6,class_12
27,477,1,7.7,90,92,22,53.3,1.2,241,7.7,74,42,48.5,5.5,251,7.6,57,26,6,66.7,0.5,261,7.2,10,69,3,72,261,35.7,69.7,97.1,87,41.1,92.2,71.8,93.3,99.5,class_12
210,116,1.59,7.8,143,206,73,65.1,4.5,381,7.8,147,77,64.2,5,378,7.9,84,142,29,68.2,0.2,380,7.9,23,104,17,70.8,380,44.7,67.2,96,80,53.8,88.5,71.4,90.5,95.6,class_12
372,15,2,7.6,146,99,34,64.4,3.5,71,7.6,209,6,75.8,2.5,70,7.4,119,194,40,78.8,1,96,7.4,36,127,48,81.1,124,53.8,16.1,60,74.4,42.3,81.5,39.7,58,57.1,class_13
34,439,0.4,7.8,116,98,18,67.6,3,185,7.7,199,17,68.9,4,146,7.8,50,67,18,81.9,0.3,196,7.7,15,73,12,85.1,231,70.2,51.4,97.1,81.2,54.3,90.7,71.2,86.6,98.9,class_13
76,205,6,7.2,76,71,32,64.7,1.7,76,7.3,124,33,67.8,4.5,88,7.3,70,83,28,81.4,1,107,7.4,7,26,12,73.7,146,44.7,52.2,97.1,90.9,77.4,93.3,83.2,88.8,99.3,class_14
290,169,1.5,7.5,102,205,127,35.6,6.3,408,7.4,77,142,41.4,7.8,403,7.6,51,108,26,71.4,0.2,404,7.7,18,83,26,75,410,40.7,85.5,97.4,78.4,58.8,88.5,77.5,93.5,98.8,class_14
287,274,0.12,7.7,123,269,140,17.9,5,128,7.6,185,153,17.7,4.5,161,7.5,46,74,12,69.7,0.2,128,7.6,12,92,6,76.9,140,68.5,96.1,91.2,83.5,47.3,92.5,81,99.4,100,class_14
59,37,0.7,7.2,45,190,40,65.6,6.8,196,7.4,47,51,64.8,7,211,7.5,79,208,21,84.2,0.1,267,7.5,16,107,24,83.9,259,7.8,64.8,88.9,84.6,62.6,85,68.5,83.3,99.7,class_14
139,86,0.14,7.7,86,181,78,60.3,4.5,315,7.7,35,111,60,7.5,310,7.8,79,96,36,81.6,0.3,297,7.8,21,37,17,87.5,289,11.1,72.5,96,72.7,74.5,85.7,86,90.8,98.3,class_14
281,53,0.9,7.6,114,62,20,68.5,4,143,7.8,133,31,64.8,2,149,7.9,84,88,43,72.2,0.2,182,7.6,9,24,25,78.8,208,41,38.6,92,76,78.9,89,83.1,78.1,99.6,class_15
250,134,3.4,7.9,136,268,79,75,4.5,384,7.8,197,56,75.2,5,375,7.7,112,181,25,95.1,0.3,388,7.6,23,33,15,86.4,388,51.2,63.7,85,83.5,82.8,88.1,90.4,91.7,99.6,class_15
108,194,6.2,8.1,132,272,73,68.3,6.5,324,8.2,149,94,7.1,7.3,322,8.2,121,179,40,78.8,0.6,334,7.8,20,59,18,96,350,30,66.5,91.7,86.3,75.1,89.2,87,90.1,99,class_15
477,120,5.9,8.4,125,168,42,69.5,4,188,8.3,132,57,67.5,5,199,8.1,62,62,23,76.9,0.3,174,7.8,5,33,6,76.9,182,50.4,65.8,86.7,92,71.8,95.8,86.4,93.2,99,class_16
315,70,3.3,7.7,130,240,39,62,3.5,221,7.7,21,13,58.6,3,203,7.6,71,58,28,81.4,0.2,210,7.9,12,5,8,70.7,161,42.2,38.6,93.3,59,87,92.7,95,91.8,95.7,class_16
